card,city,date,event,fightRound,fighterOne,fighterOneUrl,fighterTwo,fighterTwoUrl,method,notes,result,roundTime,weightclass,,,,,,,,,,,,,
,"Dublin, Ireland","December 16, 2016",Bellator 169: King Mo vs. Ishii,1,Cameron Else,N/A,Dylan Tuke,N/A,TKO (punches),,def.,00:20,Featherweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,1,Tito Ortiz,/wiki/Tito_Ortiz,Chael Sonnen,/wiki/Chael_Sonnen,Submission (rear-naked choke),,def.,02:03,Light Heavyweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,1,Paul Daley,/wiki/Paul_Daley,Brennan Ward,/wiki/Brennan_Ward,KO (flying knee),,def.,02:27,Welterweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,3,Hisaki Kato,/wiki/Hisaki_Kato,Ralek Gracie,/wiki/Ralek_Gracie,"Decision (unanimous) (29-28, 29-28, 30-27)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,3,Emmanuel Sanchez,/wiki/Emmanuel_Sanchez,Georgi Karakhanyan,/wiki/Georgi_Karakhanyan,"Decision (majority) (28-28, 28-27, 28-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,3,Derek Campos,/wiki/Derek_Campos,Derek Anderson,/wiki/Derek_Anderson_(fighter),"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Catchweight (161 lbs),,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,2,Guilherme Vasconcelos,N/A,John Mercurio,N/A,KO (punches),,def.,00:41,Welterweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,3,Kevin Casey,/wiki/Kevin_Casey_(fighter),Keith Berry,/wiki/Keith_Berry_(fighter),"Draw (majority) (29-27, 28-28, 28-28)",,vs.,05:00,Middleweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,3,Alex Soto,N/A,DeMarcus Brown,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,3,Chinzo Machida,N/A,Jamar Ocampo,N/A,TKO (punch),,def.,03:48,Featherweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,1,Jalin Turner,N/A,Gabriel Green,N/A,KO (punches),,def.,00:36,Lightweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,1,Jack May,N/A,Dave Cryer,N/A,TKO (punches),,def.,00:41,Heavyweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,2,Danial Rodriguez,N/A,Christian Gonzalez,N/A,TKO (punches),,def.,03:55,Catchweight (182 lbs),,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,2,Jacob Rosales,N/A,Ian Butler,N/A,TKO (punches),,def.,02:45,Catchweight (158 lbs),,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,1,Mike Segura,N/A,Tommy Aaron,N/A,TKO (punches),,def.,01:02,Lightweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,1,James Barnes,N/A,Rob Gooch,N/A,Submission (inverted triangle choke),,def.,04:36,Bantamweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,2,Curtis Millender,/wiki/Curtis_Millender,Johnny Cisneros,/wiki/Johnny_Cisneros,TKO (strikes),,def.,03:48,Welterweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,1,Colleen Schneider,/wiki/Colleen_Schneider,Chrissie Daniels,N/A,Submission (anaconda choke),,def.,01:30,Women's Flyweight,,,,,,,,,,,,,
,"Inglewood, California","January 21, 2017",Bellator 170: Ortiz vs. Sonnen,3,Henry Corrales,N/A,Cody Bollinger,N/A,KO (punch to the body),,def.,04:28,Featherweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,3,Chidi Njokuani,/wiki/Chidi_Njokuani,Melvin Guillard,/wiki/Melvin_Guillard,"Decision (unanimous) (30-25, 30-24, 30-26)",,def.,05:00,Catchweight (179 lbs),,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,3,David Rickels,/wiki/David_Rickels,Aaron Derrow,N/A,TKO (punches),,def.,00:44,Welterweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,3,Jessica Middleton,N/A,Alice Yauger,N/A,"Decision (unanimous) (29-28, 30-26, 30-26)",,def.,05:00,Women's Flyweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,3,A.J. McKee,/wiki/A.J._McKee,Brandon Phillips,N/A,"Decision (unanimous) (29-28, 29-28, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,2,Justin Overton,N/A,Gaston Reyno,N/A,Submission (rear-naked choke),,def.,00:34,Featherweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,3,Jordan Young,N/A,Chris Harris,N/A,"Decision (unanimous) (30-26, 30-27, 30-27)",,def.,05:00,Catchweight (187 lbs),,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,2,Tyrell Fortune,N/A,Will Johnson,N/A,TKO (punches),,def.,04:27,Heavyweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,2,Jarod Trice,N/A,Kevin Woltkamp,N/A,KO (punches),,def.,03:17,Heavyweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,3,Bruna Ellen,N/A,Carmella James,N/A,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Women's Flyweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,2,Dominic Garcia,N/A,Will Lavine,N/A,Submission (triangle choke),,def.,02:08,Welterweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,3,Chance Rencountre,N/A,Jake Lindsey,/wiki/Jake_Lindsey_(fighter),Decision (split),,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,1,Johnny Marigo,N/A,Joe Fulk,N/A,TKO,,def.,01:23,Bantamweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,3,Manny Meraz,N/A,Scott Heston,N/A,Decision (unanimous),,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Mulvane, Kansas","January 27, 2017",Bellator 171 Guillard vs. Njokuani,1,Mike Breeden,N/A,Craig Farley,N/A,TKO,,def.,04:38,Lightweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,2,Patricky Freire,/wiki/Patricky_Freire,Josh Thomson,/wiki/Josh_Thomson,KO (punch),,def.,00:40,Lightweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,3,Cheick Kongo,/wiki/Cheick_Kongo,Oli Thompson,/wiki/Oli_Thompson,"Decision (unanimous) (30-26, 30-25, 30-25)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,2,Anatoly Tokov,N/A,Francisco France,N/A,TKO (punches),,def.,02:24,Catchweight (187 lbs),,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,3,Veta Arteaga,N/A,Brooke Mayo,N/A,TKO (doctor stoppage),,def.,04:04,Women's Flyweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,1,Mauricio Alonso,N/A,Josh Koscheck,/wiki/Josh_Koscheck,TKO (punches),,def.,04:42,Welterweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,3,Nikko Jackson,N/A,Cesar Gonzalez,N/A,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,2,J.J. Okanovich,N/A,Zach Andrews,N/A,Submission (rear-naked choke),,def.,02:26,Catchweight (166 lbs),,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,2,Justin Tenedora,N/A,Roque Reyes,N/A,Submission (face crank),,def.,04:59,Bantamweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,3,James Terry,/wiki/James_Terry_(fighter),JC Llamas,N/A,"Decision (technical) (30-27, 30-27, 30-27)",,def.,00:37,Welterweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,1,Gaston Bolanos,N/A,Abner Perez,N/A,TKO (punches),,def.,04:53,Featherweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,3,Giant Gonzalez,N/A,Diego Herzog,N/A,"Draw (majority) (27-28, 28-28, 28-28)",,vs.,05:00,Heavyweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,1,Juan Cardenas,N/A,Luis Vargas,N/A,Submission,,def.,04:12,Featherweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,1,Bobby Escalante,N/A,Anthony Do,N/A,Submission,,def.,01:40,Flyweight,,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,3,Jeremy Murphy,N/A,Matt Ramirez,N/A,TKO,,def.,01:41,Catchweight (131 lbs),,,,,,,,,,,,,
,USA,"February 18, 2017",Bellator 172: Thomson vs. Pitbull,1,Abraham Vaesau,N/A,Dominic Sumner,N/A,KO (punch),,def.,04:15,Welterweight,,,,,,,,,,,,,
,"San Jose, California","February 24, 2017",Bellator 173 McGeary vs. McDermott,2,Liam McGeary,/wiki/Liam_McGeary,Brett McDermott,/wiki/Brett_McDermott,TKO (doctor stoppage),,def.,01:06,Catchweight (217 lbs),,,,,,,,,,,,,
,"San Jose, California","February 24, 2017",Bellator 173 McGeary vs. McDermott,1,James Gallagher,N/A,Kirill Medvedovsky,N/A,Submission (rear-naked choke),,def.,02:53,Featherweight,,,,,,,,,,,,,
,"San Jose, California","February 24, 2017",Bellator 173 McGeary vs. McDermott,3,Iony Razafiarison,N/A,Sinead Kavanagh,N/A,"Decision (unanimous) (30-27, 30-26, 30-25)",,def.,05:00,Womenâ€™s Catchweight (140 lbs),,,,,,,,,,,,,
,"San Jose, California","February 24, 2017",Bellator 173 McGeary vs. McDermott,2,Alex Lohore,N/A,Colin Fletcher,N/A,Submission (rear-naked choke),,def.,02:42,Welterweight,,,,,,,,,,,,,
,"San Jose, California","February 24, 2017",Bellator 173 McGeary vs. McDermott,3,Shay Walsh,N/A,James McErlean,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,Belfast,"March 3, 2017",Bellator 174 Coenen vs. Budd,4,Julia Budd,/wiki/Julia_Budd,Marloes Coenen,/wiki/Marloes_Coenen,TKO (punches),,def.,02:42,Women's Featherweight,,,,,,,,,,,,,
,Belfast,"March 3, 2017",Bellator 174 Coenen vs. Budd,3,Fernando Gonzalez,/wiki/Fernando_Gonzalez_(fighter),Brandon Girtz,/wiki/Brandon_Girtz,"Decision (unanimous) (29-28, 29-27, 30-26)",,def.,05:00,Catchweight (173 lbs),,,,,,,,,,,,,
,Belfast,"March 3, 2017",Bellator 174 Coenen vs. Budd,1,Justin Wren,/wiki/Justin_Wren,Roman Pizzolato,N/A,Submission (arm-triangle choke),,def.,02:35,Heavyweight,,,,,,,,,,,,,
,Belfast,"March 3, 2017",Bellator 174 Coenen vs. Budd,1,Rafael Lovato Jr.,/wiki/Rafael_Lovato_Jr.,Charles Hackmann,N/A,TKO (knees and punches),,def.,00:13,Catchweight (194 lbs),,,,,,,,,,,,,
,Belfast,"March 3, 2017",Bellator 174 Coenen vs. Budd,3,Emmanuel Rivera,N/A,Treston Thomison,N/A,"Decision (unanimous) (30-26, 30-27, 30-27)",,def.,05:00,Catchweight (150 lbs),,,,,,,,,,,,,
,Belfast,"March 3, 2017",Bellator 174 Coenen vs. Budd,1,Cody Pfister,/wiki/Cody_Pfister,Jonathan Gary,N/A,Submission (rear-naked choke),,def.,04:04,Lightweight,,,,,,,,,,,,,
,Belfast,"March 3, 2017",Bellator 174 Coenen vs. Budd,1,Emily Ducote,N/A,Katy Collins,N/A,Submission (rear-naked choke),,def.,04:53,Women's Flyweight,,,,,,,,,,,,,
,Belfast,"March 3, 2017",Bellator 174 Coenen vs. Budd,2,Gabrielle Holloway,N/A,Alexis Dufresne,N/A,TKO (punches),,def.,02:53,Women's Featherweight,,,,,,,,,,,,,
,Belfast,"March 3, 2017",Bellator 174 Coenen vs. Budd,3,Justin Patterson,N/A,Jason Witt,N/A,TKO (punches),,def.,00:13,Catchweight (174 lbs),,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,3,Muhammed Lawal,/wiki/Muhammed_Lawal,Quinton Jackson,/wiki/Quinton_Jackson,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,3,Emmanuel Sanchez,/wiki/Emmanuel_Sanchez,Marcos Galvao,/wiki/Marcos_Galvao,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Catchweight (149 lbs),,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,1,Sergei Kharitonov,/wiki/Sergei_Kharitonov,Chase Gormley,/wiki/Chase_Gormley,KO (punch),,def.,03:55,Heavyweight,,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,2,Noad Lahat,/wiki/Noad_Lahat,Lloyd Carter,N/A,Submission (rear-naked choke),,def.,03:50,Catchweight (148 lbs),,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,1,Steve Kozola,/wiki/Steve_Kozola,Jake Roberts,N/A,TKO (punches),,def.,00:28,Lightweight,,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,3,Joaquin Buckley,N/A,Justin Patterson,N/A,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,3,Tim Cho,N/A,Joshua Hardwick,N/A,TKO (punches),,def.,02:43,Catchweight (150 lbs),,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,3,Manny Vasquez,N/A,Nate Williams,N/A,"Decision (unanimous) (30-27, 29-27, 29-28)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,1,James Bochnovic,N/A,Matt Paul,N/A,Submission (rear-naked choke),,def.,04:30,Catchweight (208 lbs),,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,3,Damian Norris,N/A,Tom Shoaff,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,3,Mike DeLaVega,N/A,Brian Akins,N/A,"Decision (split) (29-28, 28-29, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,3,Josh Streaker,N/A,Tom Holder,N/A,Decision (split),,def.,05:00,Welterweight,,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,1,Cory Galloway,N/A,David Garcia,N/A,Submission (guillotine choke),,def.,01:04,Catchweight (137 lbs),,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,1,Asef Askar,N/A,James Esposito,N/A,Submission (rear-naked choke),,def.,03:06,Catchweight (157 lbs),,,,,,,,,,,,,
,Northern Ireland,"March 31, 2017",Bellator 175 Rampage vs. King Mo 2,2,Brandon Shelhart,N/A,Max Fuentes,N/A,Submission (rear-naked choke),,def.,02:21,Catchweight (138 lbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","April 8, 2017",Bellator 176: Carvalho vs. Manhoef 2,4,Rafael Carvalho,/wiki/Rafael_Carvalho,Melvin Manhoef,/wiki/Melvin_Manhoef,KO (head kick),,def.,03:15,Middleweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","April 8, 2017",Bellator 176: Carvalho vs. Manhoef 2,3,Anastasia Yankova,N/A,Elina Kallionidou,N/A,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Women's Catchweight (132 lbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","April 8, 2017",Bellator 176: Carvalho vs. Manhoef 2,3,Valeriu Mircea,N/A,Djamil Chan,N/A,"Decision (majority) (28-28, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","April 8, 2017",Bellator 176: Carvalho vs. Manhoef 2,1,Mihail Nica,N/A,Samba Coulibaly,N/A,Submission (anaconda choke),,def.,00:36,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","April 8, 2017",Bellator 176: Carvalho vs. Manhoef 2,3,Giorgio Petrosyan,/wiki/Giorgio_Petrosyan,Amansio Paraschiv,/wiki/Amansio_Paraschiv,"Decision (unanimous) (29-27, 30-26, 30-26)",,def.,03:00,Lightweight (Kickboxing),,,,,,,,,,,,,
,"Thackerville, Oklahoma","April 8, 2017",Bellator 176: Carvalho vs. Manhoef 2,5,Denise Kielholtz,/wiki/Denise_Kielholtz,Martine Michieletto,N/A,"Decision (unanimous) (50-45, 49-46, 49-46)",,def.,03:00,Women's Flyweight (Kickboxing),,,,,,,,,,,,,
,"Thackerville, Oklahoma","April 8, 2017",Bellator 176: Carvalho vs. Manhoef 2,2,John Wayne Parr,/wiki/John_Wayne_Parr,Nando Calzetta,N/A,KO (head kick),,def.,02:59,Middleweight (Kickboxing),,,,,,,,,,,,,
,"Thackerville, Oklahoma","April 8, 2017",Bellator 176: Carvalho vs. Manhoef 2,3,Mustapha Haida,/wiki/Mustapha_Haida,Enriko Kehl,/wiki/Enriko_Kehl,"Decision (split) (30-27, 28-29, 29-28)",,def.,03:00,Lightweight (Kickboxing),,,,,,,,,,,,,
,"Thackerville, Oklahoma","April 8, 2017",Bellator 176: Carvalho vs. Manhoef 2,3,Gaston Bolanos,N/A,Luca D'Isanto,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,03:00,Featherweight (Kickboxing),,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,3,Eduardo Dantas,/wiki/Eduardo_Dantas,Leandro Higo,N/A,"Decision (split) (30-27, 28-29, 30-27)",,def.,05:00,Catchweight (139 lbs),,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,3,Daniel Weichel,/wiki/Daniel_Weichel,John Teixeira,/wiki/John_Teixeira,"Decision (split) (29-28, 28-29, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,2,Lena Ovchynnikova,/wiki/Lena_Ovchynnikova,Helen Harper,N/A,TKO (referee stoppage),,def.,05:00,Women's Flyweight,,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,1,Adam Borics,N/A,Anthony Taylor,N/A,Submission (rear-naked choke),,def.,04:12,Catchweight (147 lbs),,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,2,Brian Moore,N/A,Michal Horejsi,N/A,TKO (strikes),,def.,03:57,Featherweight,,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,2,Mate Kertesz,N/A,Patrik Szombat,N/A,TKO (punches),,def.,04:37,Lightweight,,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,5,Karim Ghajji,/wiki/Karim_Ghajji,Zoltan Laszak (c),N/A,"Decision (split) (46-49, 50-45, 48-47)",,def.,03:00,Welterweight (Kickboxing),,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,3,Joe Schilling,/wiki/Joe_Schilling,Alexander Negrea,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,03:00,Middleweight (Kickboxing),,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,3,Raymond Daniels,/wiki/Raymond_Daniels_(martial_artist),Gyorfi Csaba,N/A,KO (spinning back kick),,def.,00:37,Welterweight (Kickboxing),,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,3,Jorina Baars,/wiki/Jorina_Baars,Irene Martins,N/A,"Decision (unanimous) (30-25, 30-25, 30-25)",,def.,03:00,Featherweight (Kickboxing),,,,,,,,,,,,,
,"Rosemont, Illinois","April 14, 2017",Bellator 177: Dantas vs. Higo,3,Gabor Gorbics,N/A,Gabriel Varga,/wiki/Gabriel_Varga,"Decision (split) (29-28, 28-30, 29-28)",,def.,03:00,Featherweight (Kickboxing),,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,2,Patricio Freire,/wiki/Patricio_Freire,Daniel Straus,/wiki/Daniel_Straus_(MMA),Submission (guillotine choke),,def.,00:37,Featherweight,,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,1,Ilima-Lei Macfarlane,/wiki/Ilima-Lei_Macfarlane,Jessica Middleton,N/A,Submission (armbar),,def.,02:15,Women's Flyweight,,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,3,Saad Awad,/wiki/Saad_Awad,Ryan Quinn,/wiki/Ryan_Quinn,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Catchweight (165 lbs),,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,1,A.J. McKee,/wiki/A.J._McKee,Dominic Mazzotta,N/A,KO (head kick),,def.,01:15,Featherweight,,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,3,Remo Cardarelli,N/A,John Lopez,N/A,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Flyweight,,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,1,Kastriot Xhema,N/A,Nick Alley,N/A,KO (punches),,def.,03:19,Catchweight (165 lbs),,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,3,Blair Tugman,N/A,Tom English,N/A,Submission (rear-naked choke),,def.,04:54,Featherweight,,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,1,Jordan Young,N/A,Tim Caron,N/A,Submission (D'Arce choke),,def.,03:55,Catchweight (195 lbs),,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,2,Ed Ruthâ€è,/wiki/Ed_Ruth,David Mundell,N/A,TKO (knee to the body),,def.,03:13,Welterweight,,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,3,Tyrell Fortune,N/A,Branko Busick,N/A,"Decision (unanimous) (29-27, 29-27, 29-27)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,3,Chris Foster,N/A,Shane Manley,N/A,"Decision (split) (29-28, 29-28, 28-29)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,3,Don Shainis,N/A,Mak Kelleher,N/A,Decision (unanimous),,def.,05:00,Catchweight (150 lbs),,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,3,Regivaldo Carvalho,N/A,Jay Perrin,N/A,Submission (guillotine choke),,def.,02:04,Bantamweight,,,,,,,,,,,,,
,"Torino, Italy","April 21, 2017",Bellator 178: Straus vs. Pitbull 4,3,Kemran Lachinov,N/A,Sam Watford,N/A,Decision (split),,def.,05:00,Catchweight (165 lbs),,,,,,,,,,,,,
,"Budapest, Hungary","May 19, 2017",Bellator 179: MacDonald vs. Daley,,Rory MacDonald,/wiki/Rory_MacDonald_(fighter),Paul Daley,/wiki/Paul_Daley,,,vs.,,Welterweight,,,,,,,,,,,,,
,"Budapest, Hungary","May 19, 2017",Bellator 179: MacDonald vs. Daley,,Liam McGeary,/wiki/Liam_McGeary,Linton Vassell,/wiki/Linton_Vassell,,,vs.,,Light Heavyweight,,,,,,,,,,,,,
,"Budapest, Hungary","May 19, 2017",Bellator 179: MacDonald vs. Daley,,Cheick Kongo,/wiki/Cheick_Kongo,Augusto Sakai,/wiki/Augusto_Sakai,,,vs.,,Heavyweight,,,,,,,,,,,,,
,"Budapest, Hungary","May 19, 2017",Bellator 179: MacDonald vs. Daley,,Dan Edwards,N/A,Alex Lohore,N/A,,,vs.,,Welterweight,,,,,,,,,,,,,
,"Budapest, Hungary","May 19, 2017",Bellator 179: MacDonald vs. Daley,,Kevin Ferguson Jr.,N/A,DJ Griffin,N/A,,,vs.,,Welterweight,,,,,,,,,,,,,
,"Budapest, Hungary","May 19, 2017",Bellator 179: MacDonald vs. Daley,,Jay Dods,N/A,Alfie Davis,N/A,,,vs.,,Lightweight,,,,,,,,,,,,,
